provider_name,program_name,title,level_or_modality,modality,address,barrio,locality,contact,phone,website,schedule,duration,enrollment_period,notes,unit,lat,lon,maps_url,address_kmz,geo_source
"Centro de Formación Profesional 
407",Relaciones Laborales y Género,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Reparador/a de Electrodomésticos,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Centro de Formación Profesional 
407",Techista,,Curso,,"cfp407sanmartin@gmail.comAdministración
y Comercialización
• Habilidades para Emprender
Comunicación Social
• Comunicador/a para Organizaciones 
Sociales
• Relaciones Laborales y Género
Construcciones
• Techista
Electromecánica
• Reparador/a de Electrodomésticos
Estética Personal
• Peluquera/o
Industria Gráfica
• Práctico en Serigrafía
Textil e Indumentaria
• Diseño Textil en Estampas",,San Martín,cfp407sanmartin@gmail.comAdministración,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=cfp407sanmartin%40gmail.comAdministraci%C3%B3n%0Ay+Comercializaci%C3%B3n%0A%E2%80%A2+Habilidades+para+Emprender%0AComunicaci%C3%B3n+Social%0A%E2%80%A2+Comunicador%2Fa+para+Organizaciones+%0ASociales%0A%E2%80%A2+Relaciones+Laborales+y+G%C3%A9nero%0AConstrucciones%0A%E2%80%A2+Techista%0AElectromec%C3%A1nica%0A%E2%80%A2+Reparador%2Fa+de+Electrodom%C3%A9sticos%0AEst%C3%A9tica+Personal%0A%E2%80%A2+Peluquera%2Fo%0AIndustria+Gr%C3%A1fica%0A%E2%80%A2+Pr%C3%A1ctico+en+Serigraf%C3%ADa%0ATextil+e+Indumentaria%0A%E2%80%A2+Dise%C3%B1o+Textil+en+Estampas,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
Centro Juvenil Eucaliptus,,,Curso,,"La Paloma y calle 6, Jose Leon Suarez",,San Martín,,,,,,,Sede POTENCIATE,,,,https://www.google.com/maps/search/?api=1&query=La+Paloma+y+calle+6%2C+Jose+Leon+Suarez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"CONSERVATORIO DE MUSICA ""Alfredo Luis Schiuma""",,,Superior,,San Lorenzo 2381,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=San+Lorenzo+2381,"San Lorenzo 2381, San Martin<br>4713-0254 <br>preceptoriacmsm@gmail.com<br>www.conservatoriodesanmartn.blogspot.com<br><br>Profesorado/Tecnicatura en Instrumentos<br>Profesorado/Tecnicatura en Canto<br>Profesorado/Tecnicatura en Dirección de Coral<br>Profesorado/Tecnicatura en Orientación en Educación Musical<br>Profesorado/Tecnicatura en Composición",mymaps
"EEST 1 ""Manuel Belgrano""",,,Secundaria,,"Int. Campos 1950, San martín",,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Int.+Campos+1950%2C+San+mart%C3%ADn,"Int. Campos 1950, San martín<br>47543986	eest1gralsanmartin@abc.gob.ar	https://linktr.ee/EEST1.SM<br><br>Electrónica",mymaps
"EEST 4 ""Emilio Mitre""",,,Secundaria,,Gral. San Martín 1714,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gral.+San+Mart%C3%ADn+1714,"Gral. San Martín 1714, San Martin<br>4755-2116 <br>emitre2003@yahoo.com.ar <br>http://www.emiliomitre.com.ar/<br><br>Energias Renovables<br>Construcciones<br>Electromecanica",mymaps
"EEST 5 ""Galileo Galilei""",,,Secundaria,,"Av. Eva Perón 4541, Villa Bonich",,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Eva+Per%C3%B3n+4541%2C+Villa+Bonich,"Av. Eva Perón 4541, Villa Bonich<br>4768-7115	<br>eest5gralsanmartin@abc.gob.ar	<br>https://galileo.edu.ar/sitio23/<br><br>Informática<br>Multimedios<br>Programación",mymaps
"EEST N° 2 ""Alemania""",,,Secundaria,,Pacifico Rodriguez 5650,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pacifico+Rodriguez+5650,Pacifico Rodriguez 5650<br>1177398125	<br>eest2gralsanmartin@abc.gob.ar<br><br>Electromecánica<br>Alimentos,mymaps
"EEST N° 3 ""Prefectura Naval Argentina""",,,Secundaria,,Av. 101 (R. Balbín) N°2281,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+101+%28R.+Balb%C3%ADn%29+N%C2%B02281,"Av. 101 (R. Balbín) N°2281, San Martin<br>4755-0334	<br>tecnica3@live.com.ar	https://tecnica3desanmartin.blogspot.com/<br><br>Administración<br>Electrónica<br>Química",mymaps
"ESCUELA DE ARTES VISUALES ""Antonio Berni""",,,Superior,,Tucuman 130,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tucuman+130,"Tucumán 130, San Martin<br>4724-0302<br>eavaberni@hotmail.com<br>www.eavaberni.bue.infd.edu.ar<br><br>Tecnicatura Superior en Diseño Grafico<br>Tecnicatura Superior en Diseño de Imagen y Sonido<br>Profesorado en Artes Visuales con Orientación en Pintura/Grabado/Escultura<br>Diseño Grafico",mymaps
"Escuela de enfermería HOSPITAL MUNICIPAL ""Dr. Diego E. Thompson""",,,Superior,,"Avellaneda 33, San Martin",,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Avellaneda+33%2C+San+Martin,"Avellaneda 33, San Martin, General San Martin, Buenos Aires<br>tsenfermeriahospitalthompson@gmail.com<br><br>Tecnicatura Superior en Enfermería",mymaps
Escuela Tecnica Universitaria UNSAM,,,Secundaria,,C.Fernandez 4254 e/ Zeballos y Gabriela Mistral,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=C.Fernandez+4254+e%2F+Zeballos+y+Gabriela+Mistral,"C.Fernandez 4254, José León Suarez<br>4755-1946	secundariatecnicaunsam@gmail.com	https://www.unsam.edu.ar/escuela_secundaria/<br><br>Técnica Industrial en Procesos<br>Bachiller en Cs. Naturales<br>Bachiller con Oficios - Carpintería",mymaps
"Escuela Tenica Universitaria ""Werner von Siemens""",,,Secundaria,,"Martín Lange N° 4377, Villa Ballester",,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mart%C3%ADn+Lange+N%C2%B0+4377%2C+Villa+Ballester,"Martín Lange N° 4377, Villa Ballester<br>1136780676	secretaria@siemens.inspt.utn.edu.ar	https://sanmartinest.inspt.utn.edu.ar/<br><br>Tecnico Electronico",mymaps
Espacio Cultural Ballester,,,Curso,,"Vicente López 2946, Villa Ballester",,San Martín,,,,,,,Sede POTENCIATE,,,,https://www.google.com/maps/search/?api=1&query=Vicente+L%C3%B3pez+2946%2C+Villa+Ballester,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
Espacio Cultural Carcova,,,Curso,,"Combet y Costanera, Jose Leon Suarez",,San Martín,,,,,,,Sede POTENCIATE,,,,https://www.google.com/maps/search/?api=1&query=Combet+y+Costanera%2C+Jose+Leon+Suarez,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
Inst. Sup. Ntra. Sra. De Luján del Buen Viaje,,,Superior,,Ruta 8  6725,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ruta+8++6725,"Ruta 8 6725, Loma Hermosa<br>4769-0615<br>terciario@lujanbuenviaje.edu.ar<br>www.lujanbuenviaje.edu.ar<br><br>Tecnicatura Superior en Análisis en Sistema<br>Tecnicatura Superior en Redes Informática",mymaps
Instituto Holters,,,Secundaria,,Independencia 836,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Independencia+836,"Independencia 836, Jose Leon Suarez, General San Martin<br>4768-0480	<br>secundaria@hoelters.edu.ar	<br>https://www.colegiosenbuenosaires.com/colegio-holters-schule/<br><br>Electronica",mymaps
Instituto La Salle,,,Secundaria,,Av. Eva Perón 3151,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Av.+Eva+Per%C3%B3n+3151,"Av. Eva Perón 3151, Villa Bonich<br>4752-4359	<br>institucional@lasalle.edu.ar	https://lasallesm.edu.ar/<br><br>Electromecánica<br>Construcción<br>Multimedios<br>Secundaria Orientada",mymaps
"Instituto Politécnico 
de San Martín",Instalador Electricista,,Curso,,"DiEGeP 5125)
Cursos de formación 
arancelados y títulos oficiales.
 
Belgrano 3720, San Martin",,San Martín,inspolitecnicosm@gmail.com,Tel.: 4752 0750,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DiEGeP+5125%29%0ACursos+de+formaci%C3%B3n+%0Aarancelados+y+t%C3%ADtulos+oficiales.%0A+%0ABelgrano+3720%2C+San+Martin,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
"Instituto Politécnico 
de San Martín",Instalador Gasista ex 3ra y 2da,,Curso,,"DiEGeP 5125)
Cursos de formación 
arancelados y títulos oficiales.
 
Belgrano 3720, San Martin",,San Martín,inspolitecnicosm@gmail.com,Tel.: 4752 0750,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DiEGeP+5125%29%0ACursos+de+formaci%C3%B3n+%0Aarancelados+y+t%C3%ADtulos+oficiales.%0A+%0ABelgrano+3720%2C+San+Martin,"Coronel Mom 2570, San Martín Centro<br>Tels.: 4752 4497 / 4752 3020<br>Web: cfp401sanmartin.com<br> <br>Administración y Comercialización<br>Hotelería y Turismo<br>Comunicación Social<br>Gastronomía<br>Industria Alimentaria<br>Salud<br>Seguridad y Medio Ambiente<br>Construcciones<br>Metalmecánica<br>Energía Eléctrica<br>Electromecánica<br>Industria Gráfica<br>Informática<br>Electrónica<br>Industrias Culturales y Creativas<br>Madera y Mueble<br>Automotriz<br>Oficios Artesanales<br>Estética Profesiona<br>Textil e Indumentaria",mymaps
INSTITUTO SAGRADO CORAZÓN,,,Superior,,DR. R. CARRILLO 2349,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=DR.+R.+CARRILLO+2349,"DR. R. CARRILLO 2349, San Martin<br>4753-4278<br>www.docentesdelsagrado.edu.ar<br><br>Profesorado en Educación Inicial<br>Profesorado en Educación Primario",mymaps
Instituto San Antonio de Padua,,,Secundaria,,Calle 71 (ex Prof. Aguer) 7201,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Calle+71+%28ex+Prof.+Aguer%29+7201,Calle 71 (ex Prof. Aguer) 7201<br>4729-2509	<br>cefsecunaria@gmail.com	<br>https://www.ipadua.edu.ar/<br><br>Administración<br>Multimedios<br>Electromecánica,mymaps
INSTITUTO SAN MARTIN,,,Superior,,ISLAS MALVINAS 2663,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ISLAS+MALVINAS+2663,"ISLAS MALVINAS 2663, San Martin, General San Martin, Buenos Aires<br>4713-3416<br>info@isanmartin.com.ar<br>www.isanmartin.com.ar<br><br>Profesorado en Educación Física",mymaps
INSTITUTO SUPERIOR DE PROFESORADO SANTO TOMÁS DE AQUINO,,,Superior,,Dr. Ramón Carrillo 2476,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.+Ram%C3%B3n+Carrillo+2476,Dr. Ramón Carrillo 2476<br>4755-6350<br>info@ista.org.ar<br>www.ista.org.ar<br><br>Tecnicatura Superior en Turismo<br>Tecnicatura Superior en Hotelería<br>Tecnicatura Superior en Higiene y Seguridad en el Trabajo<br>Tecnicatura Superior en Psicopedagogía<br>Profesorado en Historia,mymaps
ISFD N° 174,,,Superior,,Balcare 3469,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Balcare+3469,"Balcare 3469, Villa Ballester<br>5197-8548  <br>unidadacade174@yahoo.com.ar <br>isfd174-bue.infd.edu.ar<br><br>Profesorado de Educación Primaria<br>Profesorado de Biología<br>Profesorado de Ingles<br>Profesorado de Geografía<br>Profesorado de Lengua y Literatura<br>Profesorado de Química",mymaps
"ISFDyT Nº 114 ""José Gabriel Tupac Amarú II""",,,Superior,,Mitre 5035,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mitre+5035,"Mitre 5035, Villa Ballester<br>5197-8548<br>unidadacade174@yahoo.com.ar<br>isfd174-bue.infd.edu.ar<br><br>Profesorado en Educacion Primaria<br>Profesorado en Ingles<br>Profesorado en Biologia<br>Profesorado en Geografia<br>Profesorado en Lengua y Literatura<br>Profesorado en Quimica",mymaps
ISFT N° 183,,,Superior,,San Martín 1714,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=San+Mart%C3%ADn+1714,"San Martín 1714, San Martin<br>Tels.: 4589 2322 | 4713 2816<br>isft183@gmail.com<br>isft183.edu.ar<br><br>Administración<br>Seguridad en el trabajo<br>Construcción",mymaps
ISFT Nº 225,,,Superior,,Rivadavia 3915,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rivadavia+3915,"Rivadavia 3915, San Martin<br>Tel.: 5354 6600 | Int. 9080<br>cfp410sanmartin@gmail.com<br>FB: @cfp410sanmartin<br>IG: @cfp41<br>https://linktr.ee/cfl410<br><br>Industria Gráfica<br>Energía Eléctrica<br>Electromecánica<br>Electronica<br>Administración y Comercialización<br>Informática<br>Seguridad y Medio Ambiente",mymaps
Liceo Superior de Cultura Inglesa,,,Superior,,Tucumán 2853,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tucum%C3%A1n+2853,"Tucumán 2853, San Martin",mymaps
,Alfabetización Digital infancias,,Curso,,"Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",,San Martín,,,,,,,Punto Digital,,,,https://www.google.com/maps/search/?api=1&query=Canese+4100%2C+B1651+Villa+Granaderos+de+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Alfabetización Digital infancias<br>Lugar: Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",mymaps
,Computación,,Curso,,"Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",,San Martín,,,,,,,Personas Mayores,,,,https://www.google.com/maps/search/?api=1&query=Canese+4100%2C+B1651+Villa+Granaderos+de+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Alfabetización Digital infancias<br>Lugar: Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",mymaps
,Computación,,Curso,,"Int. Alberto M. Campos 1793, B1650 San Martín, Provincia de Buenos Aires",,San Martín,,,,,,,Personas Mayores,,,,https://www.google.com/maps/search/?api=1&query=Int.+Alberto+M.+Campos+1793%2C+B1650+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Uso del Celular + Redes sociales<br>Lugar: Int. Alberto M. Campos 1793, B1650 San Martín, Provincia de Buenos Aires",mymaps
,Inclusión Digital,,Curso,,"Azcuénaga 4556, B1672 Villa Lynch, Provincia de Buenos Aires",,San Martín,,,,,,,Personas Mayores,,,,https://www.google.com/maps/search/?api=1&query=Azcu%C3%A9naga+4556%2C+B1672+Villa+Lynch%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Inclusión Digital<br>Lugar: Azcuénaga 4556, B1672 Villa Lynch, Provincia de Buenos Aires",mymaps
,Informatica,,Curso,,"Gral. N. Manuel Savio 2500, B1650 Villa Maipú, Provincia de Buenos Aires",,San Martín,,,,,,,Discapacidad,,,,https://www.google.com/maps/search/?api=1&query=Gral.+N.+Manuel+Savio+2500%2C+B1650+Villa+Maip%C3%BA%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Informatica<br>Lugar: Gral. N. Manuel Savio 2500, B1650 Villa Maipú, Provincia de Buenos Aires",mymaps
,,,Técnica,,,,San Martín,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Nombre+Curso%3A+Alfabetizaci%C3%B3n+Digital+infancias%3Cbr%3ELugar%3A+Canese+4100%2C+B1651+Villa+Granaderos+de+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Alfabetización Digital infancias<br>Lugar: Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",mymaps
,Programación,,Curso,,"Canese 4100, B1651 Villa Granaderos de San Martín, Provincia de Buenos Aires",,San Martín,,,,,,,Punto Digital,,,,https://www.google.com/maps/search/?api=1&query=Canese+4100%2C+B1651+Villa+Granaderos+de+San+Mart%C3%ADn%2C+Provincia+de+Buenos+Aires,"Nombre Curso: Programación <br>Lugar: Moreno 3943, C1650 San Martín, Provincia de Buenos Aires",mymaps
